Hotel,Brand,Destination,Current Category,Current Standard Price,New Category,New Standard Price
SpringHill Suites Louisville Airport,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Lumberton,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Macon,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Madera,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Manchester-Boston Regional Airport,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites McAllen Convention Center,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Midland,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Midland Odessa,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Minneapolis-St. Paul Airport/Eagan,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Mobile,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Navarre Beach,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites New Smyrna Beach,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites New York Manhattan/Times Square South,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites New York Midtown Manhattan/Park Avenue,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Newark Downtown,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Norfolk Virginia Beach,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Oklahoma City Downtown/Bricktown,SpringHill Suites,USA,4,25000,3,17500
SpringHill Suites Oklahoma City Moore,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Oklahoma City Quail Springs,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Pensacola,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Philadelphia Valley Forge/King of Prussia,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Phoenix North,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Phoenix Tempe/Airport,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Pinehurst Southern Pines,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Pittsburgh Monroeville,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Portland Vancouver,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Potomac Mills Woodbridge,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Pueblo Downtown,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Quakertown,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Raleigh Cary,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Raleigh-Durham Airport/Research Triangle Park,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Richmond North/Glen Allen,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Ridgecrest,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Rochester Mayo Clinic Area/Saint Marys,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Sacramento Roseville,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Saginaw,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Salt Lake City-South Jordan,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites San Angelo,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites San Antonio Alamo Plaza/Convention Center,SpringHill Suites,USA,4,25000,3,17500
SpringHill Suites Savannah Airport,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Savannah Downtown/Historic District,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Scottsdale North,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Sioux Falls,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites St. Petersburg Clearwater,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites State College,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Tampa Westshore Airport,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Tarrytown Westchester County,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Thatcher,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites The Dunes On Monterey Bay,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Tulsa at Tulsa Hills,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Vernal,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Victorville Hesperia,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Virginia Beach Oceanfront,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Waco Woodway,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites West Mifflin,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Wheeling Triadelphia Area,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Wichita Airport,SpringHill Suites,USA,2,12500,3,17500
"St. Ermin's Hotel, Autograph Collection",Autograph Collection,United Kingdom,6,50000,7,60000
Stamford Marriott Hotel & Spa,Marriott,USA,4,25000,3,17500
Stuttgart Marriott Hotel Sindelfingen,Marriott,Germany,3,17500,4,25000
Surfers Paradise Marriott Resort & Spa,Marriott,Australia,5,35000,6,50000
Taipei Marriott Hotel,Marriott,Taiwan,5,35000,4,25000
"Tambo del Inka, a Luxury Collection Resort & Spa, Valle Sagrado",Luxury Collection,Peru,5,35000,6,50000
Teaneck Marriott at Glenpointe,Marriott,USA,5,35000,4,25000
The Abu Dhabi EDITION,Edition,United Arab Emirates,5,35000,6,50000
"The Algonquin Hotel Times Square, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
"The Algonquin Resort St. Andrews by-the-Sea, Autograph Collection",Autograph Collection,Canada,4,25000,5,35000
"The Artisan D.C. Hotel, Autograph Collection",Autograph Collection,Colombia,3,17500,4,25000
The Barcelona EDITION,Edition,Spain,7,60000,8,85000
The Bodrum EDITION,Edition,Turkey,6,50000,7,60000
"The Bohemian Hotel Savannah Riverfront, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
"The Cavalier Virginia Beach, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
The Coral at Atlantis,Autograph Collection,Bahamas,5,35000,6,50000
"The Cosmopolitan of Las Vegas, Autograph Collection",Autograph Collection,USA,7,60000,8,85000
The Cove at Atlantis,Autograph Collection,Bahamas,7,60000,8,85000
"The Current Iowa, Autograph Collection",Autograph Collection,USA,5,35000,4,25000
"The Davenport Lusso, Autograph Collection",Autograph Collection,USA,4,25000,5,35000
The Del Monte Lodge Renaissance Rochester Hotel & Spa,Renaissance,USA,4,25000,5,35000
"The Elizabeth Hotel, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
"The Envoy Hotel, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
"The Glasshouse, Autograph Collection",Autograph Collection,United Kingdom,6,50000,7,60000
"The Grand Hotel Golf Resort & Spa, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
"The Gwen, a Luxury Collection Hotel, Michigan Avenue Chicago",Luxury Collection,USA,5,35000,6,50000
"The Hermitage, a Tribute Portfolio Hotel, Jakarta",Tribute Portfolio,Indonesia,4,25000,3,17500
"The Historic Davenport, Autograph Collection",Autograph Collection,USA,5,35000,4,25000
"The Hotel at Avalon, Autograph Collection",Autograph Collection,USA,4,25000,5,35000
"The Hotel Lucerne, Autograph Collection",Autograph Collection,Switzerland,5,35000,6,50000
"The Karol Hotel, St. Petersburg Clearwater, a Tribute Portfolio Hotel",Tribute Portfolio,USA,4,25000,5,35000
"The Kiroro, a Tribute Portfolio Hotel, Hokkaido",Tribute Portfolio,Japan,5,35000,6,50000
"The Langley, a Luxury Collection Hotel, Buckinghamshire",Luxury Collection,United Kingdom,5,35000,6,50000
The Maxwell New York City,Tribute Portfolio,USA,5,35000,6,50000
"The Notary Hotel, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
"The Press Hotel, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
"The Raphael Hotel, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
"The Ritz-Carlton Golf Resort, Naples",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton Hotel de la Paix, Geneva",Ritz-Carlton,Switzerland,7,60000,8,85000
The Ritz-Carlton Jeddah,Ritz-Carlton,Saudi Arabia,6,50000,7,60000
"The Ritz-Carlton Key Biscayne, Miami",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton New York, Westchester",Ritz-Carlton,USA,5,35000,6,50000
"The Ritz-Carlton Residences, Waikiki Beach",Ritz-Carlton,USA,7,60000,8,85000
"The Ritz-Carlton Reynolds, Lake Oconee",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Amelia Island",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Aruba",Ritz-Carlton,Aruba,7,60000,8,85000
"The Ritz-Carlton, Bahrain",Ritz-Carlton,Bahrain,6,50000,7,60000
"The Ritz-Carlton, Boston",Ritz-Carlton,USA,7,60000,8,85000
"The Ritz-Carlton, Cleveland",Ritz-Carlton,USA,5,35000,6,50000
"The Ritz-Carlton, Dallas",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Denver",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Dubai International Financial Centre",Ritz-Carlton,United Arab Emirates,6,50000,7,60000
"The Ritz-Carlton, Herzliya",Ritz-Carlton,Israel,6,50000,7,60000
"The Ritz-Carlton, Kapalua",Ritz-Carlton,USA,7,60000,8,85000
"The Ritz-Carlton, Los Angeles",Ritz-Carlton,USA,7,60000,8,85000
"The Ritz-Carlton, Macau",Ritz-Carlton,Macau,6,50000,7,60000
"The Ritz-Carlton, Marina del Rey",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Mexico City",Ritz-Carlton,Mexico,6,50000,7,60000
"The Ritz-Carlton, New Orleans",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Okinawa",Ritz-Carlton,Japan,7,60000,8,85000
"The Ritz-Carlton, Perth",Ritz-Carlton,Australia,7,60000,6,50000
"The Ritz-Carlton, Philadelphia",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, San Francisco",Ritz-Carlton,USA,7,60000,8,85000
"The Ritz-Carlton, Sarasota",Ritz-Carlton,USA,6,50000,7,60000
"The Ritz-Carlton, Vienna",Ritz-Carlton,Austria,6,50000,7,60000
"The Robey, Chicago, a Member of Design Hotels™",Design Hotels,USA,5,35000,6,50000
"The Romanos, a Luxury Collection Resort, Costa Navarino",Luxury Collection,Greece,7,60000,8,85000
The Royal at Atlantis,Autograph Collection,Bahamas,6,50000,7,60000
"The Saint Hotel, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
"The Shanhaitian Resort Sanya, Autograph Collection",Autograph Collection,China,4,25000,3,17500
The St. Regis Abu Dhabi,St. Regis,United Arab Emirates,5,35000,6,50000
The St. Regis Astana,St. Regis,Kazakhstan,5,35000,4,25000
The St. Regis Kuala Lumpur,St. Regis,Malaysia,6,50000,5,35000
The St. Regis Mexico City,St. Regis,Mexico,6,50000,7,60000
"The St. Regis Saadiyat Island Resort, Abu Dhabi",St. Regis,United Arab Emirates,6,50000,7,60000
The St. Regis San Francisco,St. Regis,USA,7,60000,8,85000
The St. Regis Sanya Yalong Bay Resort,St. Regis,China,6,50000,7,60000
The St. Regis Singapore,St. Regis,Singapore,7,60000,6,50000
The St. Regis Tianjin,St. Regis,China,4,25000,3,17500
The Vinoy® Renaissance St. Petersburg Resort & Golf Club,Renaissance,USA,5,35000,6,50000
The Westin Abu Dhabi Golf Resort & Spa,Westin,United Arab Emirates,4,25000,5,35000
The Westin Austin Downtown,Westin,USA,5,35000,6,50000
The Westin Awaji Island Resort & Conference Center,Westin,Japan,5,35000,4,25000
"The Westin Bayshore, Vancouver",Westin,Canada,5,35000,6,50000
"The Westin Bonaventure Hotel & Suites, Los Angeles",Westin,USA,6,50000,5,35000
"The Westin Cairo Golf Resort & Spa, Katameya Dunes",Westin,Egypt,2,12500,3,17500
The Westin Calgary,Westin,Canada,5,35000,4,25000
The Westin Calgary Airport,Westin,Canada,4,25000,3,17500
"The Westin Chosun, Busan",Westin,South Korea,5,35000,6,50000
The Westin Dallas Fort Worth Airport,Westin,USA,5,35000,4,25000
The Westin Denver International Airport,Westin,USA,5,35000,6,50000
The Westin Dhaka,Westin,Bangladesh,5,35000,4,25000
The Westin Doha Hotel & Spa,Westin,Qatar,4,25000,3,17500
"The Westin Dragonara Resort, Malta",Westin,Malta,5,35000,6,50000
The Westin Dubai Mina Seyahi Beach Resort & Marina,Westin,United Arab Emirates,7,60000,6,50000
The Westin Dublin,Westin,Ireland,6,50000,7,60000
The Westin Edina Galleria,Westin,USA,4,25000,5,35000
The Westin Edmonton,Westin,Canada,4,25000,3,17500
"The Westin Excelsior, Florence",Westin,Italy,7,60000,8,85000
"The Westin Excelsior, Rome",Westin,Italy,6,50000,7,60000
The Westin Fort Lauderdale,Westin,USA,5,35000,4,25000
The Westin Fuzhou Minjiang,Westin,China,2,12500,3,17500
"The Westin Grand, Vancouver",Westin,Canada,5,35000,6,50000
The Westin Great Southern Columbus,Westin,USA,4,25000,5,35000
The Westin Guangzhou,Westin,China,4,25000,5,35000
The Westin Hilton Head Island Resort & Spa,Westin,USA,5,35000,6,50000
The Westin Jakarta,Westin,Indonesia,5,35000,4,25000
The Westin Ka'anapali Ocean Resort Villas,VISTA,USA,6,50000,7,60000
The Westin Kierland Resort & Spa,Westin,USA,5,35000,6,50000
The Westin La Paloma Resort & Spa,Westin,USA,4,25000,5,35000
The Westin Lake Las Vegas Resort & Spa,Westin,USA,3,17500,4,25000
"The Westin Lake Mary, Orlando North",Westin,USA,4,25000,3,17500
The Westin Leipzig,Westin,Germany,4,25000,3,17500
"The Westin Maui Resort & Spa, Ka'anapali",Westin,USA,6,50000,7,60000
The Westin Minneapolis,Westin,USA,4,25000,5,35000
The Westin Mission Hills Golf Resort & Spa,Westin,USA,5,35000,6,50000
The Westin Miyako Kyoto,Westin,Japan,5,35000,6,50000
"The Westin Monache Resort, Mammoth",Westin,USA,6,50000,7,60000
The Westin Mount Laurel,Westin,USA,3,17500,4,25000
"The Westin Nanea Ocean Villas, Ka'anapali",VISTA,USA,7,60000,8,85000
The Westin Nashville,Westin,USA,6,50000,7,60000
The Westin New York at Times Square,Westin,USA,6,50000,7,60000
The Westin Ningbo,Westin,China,2,12500,3,17500
The Westin Nova Scotian,Westin,Canada,5,35000,4,25000
The Westin Palo Alto,Westin,USA,6,50000,7,60000
The Westin Pazhou,Westin,China,4,25000,5,35000
The Westin Perth,Westin,Australia,5,35000,4,25000
The Westin Philadelphia,Westin,USA,5,35000,6,50000
The Westin Playa Bonita Panama,Westin,Panama,4,25000,3,17500
The Westin Portland Harborview,Westin,USA,5,35000,6,50000
The Westin Puntacana Resort & Club,Westin,Dominican Republic,5,35000,6,50000
The Westin Resort Guam,Westin,Guam,5,35000,4,25000
"The Westin Resort, Costa Navarino",Westin,Greece,5,35000,6,50000
"The Westin Riverfront Resort & Spa, Avon, Vail Valley",Westin,USA,7,60000,8,85000
The Westin San Diego,Westin,USA,6,50000,5,35000
The Westin San Diego Gaslamp Quarter,Westin,USA,6,50000,5,35000
The Westin San Francisco Airport,Westin,USA,5,35000,6,50000
The Westin Shimei Bay Resort,Westin,China,3,17500,4,25000
The Westin Snowmass Resort,Westin,USA,5,35000,6,50000
The Westin Sohna Resort & Spa,Westin,India,5,35000,4,25000
The Westin Southfield Detroit,Westin,USA,4,25000,3,17500
The Westin Tokyo,Westin,Japan,6,50000,7,60000
The Westin Virginia Beach Town Center,Westin,USA,4,25000,5,35000
The Westin Wenzhou,Westin,China,2,12500,3,17500
The Westin Xi'an,Westin,China,4,25000,3,17500
The Westin Xiamen,Westin,China,3,17500,4,25000
The Westin Yilan Resort,Westin,Taiwan,4,25000,5,35000
"The Wick, Hudson, a Tribute Portfolio Hotel",Tribute Portfolio,USA,5,35000,6,50000
"Threadneedles, Autograph Collection",Autograph Collection,United Kingdom,6,50000,7,60000
TownePlace Suites Aberdeen,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Abilene Northeast,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Albany Downtown/Medical Center,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Albuquerque Airport,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Albuquerque North,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Anchorage Midtown,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Atlanta Northlake,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Bakersfield West,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Baton Rouge Port Allen,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Beaumont Port Arthur,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Belleville,TownePlace Suites,Canada,2,12500,3,17500
TownePlace Suites Big Spring,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Billings,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Bloomington,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Bridgeport Clarksburg,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Buffalo Airport,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Carlsbad,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Charleston Mt. Pleasant,TownePlace Suites,USA,5,35000,4,25000
TownePlace Suites Charleston-West Ashley,TownePlace Suites,USA,5,35000,4,25000
TownePlace Suites Charlotte Arrowood,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Chicago Elgin/West Dundee,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Chicago Schaumburg,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Cleveland Airport,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Cleveland Streetsboro,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Colorado Springs Garden of the Gods,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Colorado Springs South,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Columbus,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Columbus Airport Gahanna,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Dallas Downtown,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Dallas McKinney,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Dallas Plano/Legacy,TownePlace Suites,USA,2,12500,1,7500
TownePlace Suites Denver Airport at Gateway Park,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Des Moines Urbandale,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Detroit Canton,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Detroit Livonia,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Detroit Troy,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Dickinson,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Dodge City,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Dothan,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Eagle Pass,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites El Centro,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites El Paso Airport,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Fayetteville Cross Creek,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Fayetteville North/Springdale,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Fort Lauderdale Weston,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Fort Wayne North,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Fort Worth Southwest/TCU Area,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Gainesville Northwest,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Galveston Island,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Gillette,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Goldsboro,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Hays,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Hobbs,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Hopkinsville,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Houston NASA/Clear Lake,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Huntsville,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Huntsville West/Redstone Gateway,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Jacksonville,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Kalamazoo,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Kansas City Airport,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Kansas City at Briarcliff,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Kansas City Liberty,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Killeen,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Knoxville Cedar Bluff,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Lake Charles,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Laredo,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Latham Albany Airport,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Lexington Keeneland/Airport,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Lexington Park Patuxent River Naval Air Station,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Lexington South/Hamburg Place,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Lincoln North,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Louisville North,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Macon Mercer University,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Manchester-Boston Regional Airport,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Mansfield Ontario,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites McAllen Edinburg,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Miami Airport,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Midland,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Milwaukee Brookfield,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Milwaukee Oak Creek,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Minneapolis Mall of America,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Minneapolis West/St. Louis Park,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Mobile,TownePlace Suites,USA,2,12500,1,7500
TownePlace Suites Montgomery EastChase,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Nashville Airport,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Nashville Smyrna,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites New Orleans Metairie,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites New York Manhattan/Times Square,TownePlace Suites,USA,5,35000,6,50000
TownePlace Suites Odessa,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Omaha West,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Panama City,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Portland Hillsboro,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Raleigh Cary/Weston Parkway,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Red Deer,TownePlace Suites,Canada,1,7500,2,12500
TownePlace Suites Redwood City Redwood Shores,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Richland Columbia Point,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Roswell,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Saginaw,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Salt Lake City-West Valley,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites San Antonio Airport,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites San Antonio Northwest,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites San Bernardino Loma Linda,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites San Diego Carlsbad/Vista,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites San Jose Santa Clara,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites San Mateo Foster City,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Scottsdale,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Scranton Wilkes-Barre,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Seattle South/Renton,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Seattle Southcenter,TownePlace Suites,USA,4,25000,3,17500
TownePlace Suites Shreveport-Bossier City,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Slidell,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Southern Pines Aberdeen,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Springfield,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites St. George,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites St. Louis St. Charles,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Sunnyvale Mountain View,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Swedesboro Logan Township,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Tacoma Lakewood,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Tampa North/I-75 Fletcher,TownePlace Suites,USA,3,17500,2,12500
TownePlace Suites Thunder Bay,TownePlace Suites,Canada,2,12500,3,17500
TownePlace Suites Tulsa Broken Arrow,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Tulsa North/Owasso,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Vernal,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Wareham Buzzards Bay,TownePlace Suites,USA,4,25000,5,35000
TownePlace Suites Wichita East,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites Williamsport,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Wilmington Newark/Christiana,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Wilmington/Wrightsville Beach,TownePlace Suites,USA,3,17500,4,25000
TownePlace Suites Winchester,TownePlace Suites,USA,1,7500,2,12500
TownePlace Suites York,TownePlace Suites,USA,2,12500,3,17500
TownePlace Suites Yuma,TownePlace Suites,USA,2,12500,3,17500
"Triada Palm Springs, Autograph Collection",Autograph Collection,USA,5,35000,6,50000
Tsaghkadzor Marriott Hotel,Marriott,Armenia,2,12500,3,17500
"Twelve at Hengshan, a Luxury Collection Hotel, Shanghai",Luxury Collection,China,6,50000,5,35000
Vancouver Marriott Pinnacle Downtown Hotel,Marriott,Canada,5,35000,6,50000
"Vedema, a Luxury Collection Resort, Santorini",Luxury Collection,Greece,7,60000,8,85000
Venezuela Marriott Hotel Playa Grande,Marriott,Venezuela,3,17500,2,12500
Vienna Marriott Hotel,Marriott,Austria,5,35000,6,50000
Voronezh Marriott,Marriott,Russian Federation,2,12500,1,7500
W Abu Dhabi - Yas Island,W Hotels,United Arab Emirates,4,25000,5,35000
W Amman,W Hotels,Jordan,5,35000,4,25000
W Aspen,W Hotels,USA,8,85000,7,60000
W Barcelona,W Hotels,Spain,7,60000,8,85000
W Bogota,W Hotels,Colombia,4,25000,5,35000
W Dallas - Victory,W Hotels,USA,5,35000,6,50000
W Goa,W Hotels,India,5,35000,6,50000
W Hong Kong,W Hotels,China,8,85000,7,60000
W Mexico City,W Hotels,Mexico,5,35000,6,50000
W New Orleans - French Quarter,W Hotels,USA,5,35000,6,50000
W Punta de Mita,W Hotels,Mexico,6,50000,7,60000
W San Francisco,W Hotels,USA,6,50000,7,60000
W Scottsdale,W Hotels,USA,5,35000,6,50000
W Suzhou,W Hotels,China,4,25000,5,35000
